========
Segment 0, number of frames = 41853, viterbi-score = 332543.856961
Printing random variables from (P,C,E)=(1,41852,0) sections
Ptn-0 P: G(0)=1,Z(0)=1
Ptn-5520 C: G(5520)=4,Z(5520)=3
Ptn-5521 C: G(5521)=4,Z(5521)=3
Ptn-5522 C: G(5522)=4,Z(5522)=3
Ptn-5523 C: G(5523)=4,Z(5523)=3
Ptn-5524 C: G(5524)=4,Z(5524)=3
Ptn-5525 C: G(5525)=4,Z(5525)=3
Ptn-5526 C: G(5526)=4,Z(5526)=3
Ptn-5527 C: G(5527)=4,Z(5527)=3
Ptn-5528 C: G(5528)=2,Z(5528)=3
Ptn-5529 C: G(5529)=2,Z(5529)=3
Ptn-5530 C: G(5530)=2,Z(5530)=3
Ptn-5531 C: G(5531)=2,Z(5531)=3
Ptn-5532 C: G(5532)=2,Z(5532)=3
Ptn-5533 C: G(5533)=2,Z(5533)=3
Ptn-5534 C: G(5534)=2,Z(5534)=3
Ptn-5535 C: G(5535)=2,Z(5535)=3
Ptn-5536 C: G(5536)=2,Z(5536)=3
Ptn-5537 C: G(5537)=2,Z(5537)=3
Ptn-5538 C: G(5538)=2,Z(5538)=3
Ptn-5539 C: G(5539)=2,Z(5539)=3
Ptn-5540 C: G(5540)=1,Z(5540)=3
Ptn-5541 C: G(5541)=1,Z(5541)=3
Ptn-5542 C: G(5542)=2,Z(5542)=3
Ptn-5543 C: G(5543)=2,Z(5543)=3
Ptn-5544 C: G(5544)=2,Z(5544)=3
Ptn-5545 C: G(5545)=2,Z(5545)=3
Ptn-5546 C: G(5546)=2,Z(5546)=3
Ptn-5547 C: G(5547)=2,Z(5547)=3
Ptn-5548 C: G(5548)=2,Z(5548)=3
Ptn-5549 C: G(5549)=2,Z(5549)=3
Ptn-5550 C: G(5550)=1,Z(5550)=3
Ptn-5551 C: G(5551)=1,Z(5551)=3
Ptn-5552 C: G(5552)=4,Z(5552)=1
Ptn-5553 C: G(5553)=4,Z(5553)=1
Ptn-5554 C: G(5554)=4,Z(5554)=1
Ptn-5555 C: G(5555)=4,Z(5555)=1
Ptn-5556 C: G(5556)=4,Z(5556)=1
Ptn-5557 C: G(5557)=4,Z(5557)=1
Ptn-5558 C: G(5558)=4,Z(5558)=1
Ptn-5559 C: G(5559)=4,Z(5559)=1
Ptn-5560 C: G(5560)=4,Z(5560)=1
Ptn-5561 C: G(5561)=4,Z(5561)=1
Ptn-5562 C: G(5562)=4,Z(5562)=1
Ptn-5563 C: G(5563)=5,Z(5563)=1
Ptn-5564 C: G(5564)=4,Z(5564)=1
Ptn-5565 C: G(5565)=4,Z(5565)=1
Ptn-5566 C: G(5566)=2,Z(5566)=1
Ptn-5567 C: G(5567)=2,Z(5567)=1
Ptn-5568 C: G(5568)=2,Z(5568)=1
Ptn-5569 C: G(5569)=2,Z(5569)=1
Ptn-5570 C: G(5570)=2,Z(5570)=1
Ptn-5571 C: G(5571)=2,Z(5571)=1
Ptn-5572 C: G(5572)=4,Z(5572)=1
Ptn-5573 C: G(5573)=4,Z(5573)=1
Ptn-5574 C: G(5574)=5,Z(5574)=1
Ptn-5575 C: G(5575)=5,Z(5575)=1
Ptn-5576 C: G(5576)=5,Z(5576)=1
Ptn-5577 C: G(5577)=4,Z(5577)=1
Ptn-5578 C: G(5578)=4,Z(5578)=1
Ptn-5579 C: G(5579)=4,Z(5579)=2
Ptn-5580 C: G(5580)=4,Z(5580)=2
Ptn-5581 C: G(5581)=4,Z(5581)=2
Ptn-5582 C: G(5582)=4,Z(5582)=2
Ptn-5583 C: G(5583)=4,Z(5583)=3
Ptn-5584 C: G(5584)=4,Z(5584)=1
Ptn-5585 C: G(5585)=4,Z(5585)=1
Ptn-5586 C: G(5586)=4,Z(5586)=1
Ptn-5587 C: G(5587)=4,Z(5587)=1
Ptn-5588 C: G(5588)=4,Z(5588)=1
Ptn-5589 C: G(5589)=4,Z(5589)=1
Ptn-5590 C: G(5590)=4,Z(5590)=1
Ptn-5591 C: G(5591)=4,Z(5591)=1
Ptn-5592 C: G(5592)=2,Z(5592)=1
Ptn-5593 C: G(5593)=2,Z(5593)=1
Ptn-5594 C: G(5594)=2,Z(5594)=1
Ptn-5595 C: G(5595)=2,Z(5595)=1
Ptn-5596 C: G(5596)=2,Z(5596)=1
Ptn-5597 C: G(5597)=2,Z(5597)=1
Ptn-5598 C: G(5598)=2,Z(5598)=1
Ptn-5599 C: G(5599)=2,Z(5599)=1
Ptn-5600 C: G(5600)=2,Z(5600)=1
Ptn-5601 C: G(5601)=2,Z(5601)=1
Ptn-5602 C: G(5602)=2,Z(5602)=1
Ptn-5603 C: G(5603)=2,Z(5603)=1
Ptn-5604 C: G(5604)=2,Z(5604)=1
Ptn-5605 C: G(5605)=2,Z(5605)=1
Ptn-5606 C: G(5606)=2,Z(5606)=1
Ptn-5607 C: G(5607)=2,Z(5607)=1
Ptn-5608 C: G(5608)=2,Z(5608)=1
Ptn-5609 C: G(5609)=2,Z(5609)=1
Ptn-5610 C: G(5610)=2,Z(5610)=1
Ptn-5611 C: G(5611)=2,Z(5611)=1
Ptn-5612 C: G(5612)=2,Z(5612)=1
Ptn-5613 C: G(5613)=2,Z(5613)=1
Ptn-5614 C: G(5614)=2,Z(5614)=1
Ptn-5615 C: G(5615)=2,Z(5615)=1
Ptn-5616 C: G(5616)=2,Z(5616)=1
Ptn-5617 C: G(5617)=2,Z(5617)=1
Ptn-5618 C: G(5618)=2,Z(5618)=1
Ptn-5619 C: G(5619)=2,Z(5619)=1
Ptn-5620 C: G(5620)=2,Z(5620)=1
Ptn-5621 C: G(5621)=2,Z(5621)=1
Ptn-5622 C: G(5622)=2,Z(5622)=1
Ptn-5623 C: G(5623)=2,Z(5623)=1
Ptn-5624 C: G(5624)=2,Z(5624)=1
Ptn-5625 C: G(5625)=2,Z(5625)=1
Ptn-5626 C: G(5626)=2,Z(5626)=1
Ptn-5627 C: G(5627)=2,Z(5627)=1
Ptn-5628 C: G(5628)=2,Z(5628)=1
Ptn-5629 C: G(5629)=2,Z(5629)=1
Ptn-5630 C: G(5630)=2,Z(5630)=1
Ptn-5631 C: G(5631)=2,Z(5631)=1
Ptn-5632 C: G(5632)=4,Z(5632)=1
Ptn-5633 C: G(5633)=4,Z(5633)=1
Ptn-5634 C: G(5634)=4,Z(5634)=1
Ptn-5635 C: G(5635)=4,Z(5635)=1
Ptn-5636 C: G(5636)=4,Z(5636)=1
Ptn-5637 C: G(5637)=4,Z(5637)=1
Ptn-5638 C: G(5638)=4,Z(5638)=1
Ptn-5639 C: G(5639)=4,Z(5639)=1
Ptn-5640 C: G(5640)=2,Z(5640)=1
Ptn-5641 C: G(5641)=2,Z(5641)=1
Ptn-5642 C: G(5642)=2,Z(5642)=1
Ptn-5643 C: G(5643)=2,Z(5643)=1
Ptn-5644 C: G(5644)=2,Z(5644)=1
Ptn-5645 C: G(5645)=2,Z(5645)=1
Ptn-5646 C: G(5646)=2,Z(5646)=1
Ptn-5647 C: G(5647)=2,Z(5647)=1
Ptn-5648 C: G(5648)=2,Z(5648)=1
Ptn-5649 C: G(5649)=2,Z(5649)=1
Ptn-5650 C: G(5650)=2,Z(5650)=1
Ptn-5651 C: G(5651)=2,Z(5651)=1
Ptn-5652 C: G(5652)=2,Z(5652)=1
Ptn-5653 C: G(5653)=2,Z(5653)=1
Ptn-5654 C: G(5654)=2,Z(5654)=1
Ptn-5655 C: G(5655)=2,Z(5655)=1
Ptn-5656 C: G(5656)=2,Z(5656)=1
Ptn-5657 C: G(5657)=2,Z(5657)=1
Ptn-5658 C: G(5658)=2,Z(5658)=1
Ptn-5659 C: G(5659)=2,Z(5659)=1
Ptn-5660 C: G(5660)=2,Z(5660)=1
Ptn-5661 C: G(5661)=2,Z(5661)=1
Ptn-5662 C: G(5662)=2,Z(5662)=1
Ptn-5663 C: G(5663)=2,Z(5663)=1
Ptn-5664 C: G(5664)=4,Z(5664)=1
Ptn-5665 C: G(5665)=4,Z(5665)=1
Ptn-5666 C: G(5666)=4,Z(5666)=1
Ptn-5667 C: G(5667)=4,Z(5667)=1
Ptn-5668 C: G(5668)=4,Z(5668)=1
Ptn-5669 C: G(5669)=4,Z(5669)=1
Ptn-5670 C: G(5670)=4,Z(5670)=1
Ptn-5671 C: G(5671)=4,Z(5671)=1
Ptn-5672 C: G(5672)=4,Z(5672)=1
Ptn-5673 C: G(5673)=4,Z(5673)=1
Ptn-5674 C: G(5674)=4,Z(5674)=1
Ptn-5675 C: G(5675)=4,Z(5675)=3
Ptn-5676 C: G(5676)=4,Z(5676)=3
Ptn-5677 C: G(5677)=4,Z(5677)=3
Ptn-5678 C: G(5678)=1,Z(5678)=3
Ptn-5679 C: G(5679)=1,Z(5679)=3
Ptn-5680 C: G(5680)=1,Z(5680)=3
Ptn-5681 C: G(5681)=1,Z(5681)=3
Ptn-5682 C: G(5682)=1,Z(5682)=3
Ptn-5683 C: G(5683)=2,Z(5683)=3
Ptn-5684 C: G(5684)=2,Z(5684)=3
Ptn-5685 C: G(5685)=2,Z(5685)=3
Ptn-5686 C: G(5686)=2,Z(5686)=3
Ptn-5687 C: G(5687)=2,Z(5687)=3
Ptn-5688 C: G(5688)=2,Z(5688)=3
Ptn-5689 C: G(5689)=2,Z(5689)=3
Ptn-5690 C: G(5690)=2,Z(5690)=3
Ptn-5691 C: G(5691)=2,Z(5691)=3
Ptn-5692 C: G(5692)=2,Z(5692)=3
Ptn-5693 C: G(5693)=2,Z(5693)=3
Ptn-5694 C: G(5694)=2,Z(5694)=3
Ptn-5695 C: G(5695)=2,Z(5695)=3
Ptn-5696 C: G(5696)=2,Z(5696)=3
Ptn-5697 C: G(5697)=2,Z(5697)=3
Ptn-5698 C: G(5698)=2,Z(5698)=3
Ptn-5699 C: G(5699)=2,Z(5699)=3
Ptn-5700 C: G(5700)=2,Z(5700)=3
Ptn-5701 C: G(5701)=1,Z(5701)=3
Ptn-5702 C: G(5702)=1,Z(5702)=3
Ptn-5703 C: G(5703)=1,Z(5703)=3
Ptn-5704 C: G(5704)=1,Z(5704)=3
Ptn-5705 C: G(5705)=1,Z(5705)=3
Ptn-5706 C: G(5706)=1,Z(5706)=3
Ptn-5707 C: G(5707)=1,Z(5707)=3
Ptn-5708 C: G(5708)=1,Z(5708)=3
Ptn-5709 C: G(5709)=1,Z(5709)=3
Ptn-5710 C: G(5710)=1,Z(5710)=3
Ptn-5711 C: G(5711)=1,Z(5711)=3
Ptn-5712 C: G(5712)=1,Z(5712)=3
Ptn-5713 C: G(5713)=1,Z(5713)=3
Ptn-5714 C: G(5714)=1,Z(5714)=3
Ptn-5715 C: G(5715)=1,Z(5715)=3
Ptn-5716 C: G(5716)=1,Z(5716)=3
Ptn-5717 C: G(5717)=1,Z(5717)=3
Ptn-5718 C: G(5718)=1,Z(5718)=3
Ptn-5719 C: G(5719)=4,Z(5719)=3
Ptn-5720 C: G(5720)=4,Z(5720)=1
Ptn-5721 C: G(5721)=4,Z(5721)=1
Ptn-5722 C: G(5722)=4,Z(5722)=1
Ptn-5723 C: G(5723)=3,Z(5723)=1
Ptn-5724 C: G(5724)=2,Z(5724)=1
Ptn-5725 C: G(5725)=2,Z(5725)=1
Ptn-5726 C: G(5726)=2,Z(5726)=1
Ptn-5727 C: G(5727)=2,Z(5727)=1
Ptn-5728 C: G(5728)=2,Z(5728)=1
Ptn-5729 C: G(5729)=2,Z(5729)=1
Ptn-5730 C: G(5730)=2,Z(5730)=1
Ptn-5731 C: G(5731)=2,Z(5731)=1
Ptn-5732 C: G(5732)=2,Z(5732)=1
Ptn-5733 C: G(5733)=2,Z(5733)=1
Ptn-5734 C: G(5734)=2,Z(5734)=1
Ptn-5735 C: G(5735)=2,Z(5735)=1
Ptn-5736 C: G(5736)=2,Z(5736)=1
Ptn-5737 C: G(5737)=2,Z(5737)=1
Ptn-5738 C: G(5738)=2,Z(5738)=1
Ptn-5739 C: G(5739)=2,Z(5739)=1
Ptn-5740 C: G(5740)=2,Z(5740)=1
Ptn-5741 C: G(5741)=2,Z(5741)=1
Ptn-5742 C: G(5742)=2,Z(5742)=1
Ptn-5743 C: G(5743)=2,Z(5743)=1
Ptn-5744 C: G(5744)=2,Z(5744)=1
Ptn-5745 C: G(5745)=2,Z(5745)=1
Ptn-5746 C: G(5746)=2,Z(5746)=1
Ptn-5747 C: G(5747)=2,Z(5747)=1
Ptn-5748 C: G(5748)=2,Z(5748)=1
Ptn-5749 C: G(5749)=2,Z(5749)=1
Ptn-5750 C: G(5750)=2,Z(5750)=1
Ptn-5751 C: G(5751)=2,Z(5751)=1
Ptn-5752 C: G(5752)=2,Z(5752)=1
Ptn-5753 C: G(5753)=2,Z(5753)=1
Ptn-5754 C: G(5754)=2,Z(5754)=1
Ptn-5755 C: G(5755)=2,Z(5755)=1
Ptn-5756 C: G(5756)=2,Z(5756)=1
Ptn-5757 C: G(5757)=2,Z(5757)=1
Ptn-5758 C: G(5758)=2,Z(5758)=1
Ptn-5759 C: G(5759)=2,Z(5759)=1
Ptn-5760 C: G(5760)=2,Z(5760)=1
Ptn-5761 C: G(5761)=2,Z(5761)=1
Ptn-5762 C: G(5762)=2,Z(5762)=1
Ptn-5763 C: G(5763)=2,Z(5763)=1
Ptn-5764 C: G(5764)=2,Z(5764)=1
Ptn-5765 C: G(5765)=2,Z(5765)=1
Ptn-5766 C: G(5766)=3,Z(5766)=1
Ptn-5767 C: G(5767)=4,Z(5767)=1
Ptn-5768 C: G(5768)=2,Z(5768)=1
Ptn-5769 C: G(5769)=2,Z(5769)=1
Ptn-5770 C: G(5770)=2,Z(5770)=1
Ptn-5771 C: G(5771)=2,Z(5771)=1
Ptn-5772 C: G(5772)=2,Z(5772)=1
Ptn-5773 C: G(5773)=2,Z(5773)=1
Ptn-5774 C: G(5774)=2,Z(5774)=1
Ptn-5775 C: G(5775)=2,Z(5775)=1
Ptn-5776 C: G(5776)=4,Z(5776)=1
Ptn-5777 C: G(5777)=4,Z(5777)=1
Ptn-5778 C: G(5778)=4,Z(5778)=1
Ptn-5779 C: G(5779)=4,Z(5779)=1
Ptn-5780 C: G(5780)=1,Z(5780)=1
Ptn-5781 C: G(5781)=4,Z(5781)=1
Ptn-5782 C: G(5782)=4,Z(5782)=1
Ptn-5783 C: G(5783)=4,Z(5783)=1
Ptn-5784 C: G(5784)=4,Z(5784)=1
Ptn-5785 C: G(5785)=4,Z(5785)=1
Ptn-5786 C: G(5786)=4,Z(5786)=1
Ptn-5787 C: G(5787)=4,Z(5787)=1
Ptn-5788 C: G(5788)=4,Z(5788)=1
Ptn-5789 C: G(5789)=4,Z(5789)=1
Ptn-5790 C: G(5790)=4,Z(5790)=1
Ptn-5791 C: G(5791)=4,Z(5791)=1
Ptn-5792 C: G(5792)=4,Z(5792)=1
Ptn-5793 C: G(5793)=4,Z(5793)=1
Ptn-5794 C: G(5794)=4,Z(5794)=1
Ptn-5795 C: G(5795)=4,Z(5795)=1
Ptn-5796 C: G(5796)=4,Z(5796)=1
Ptn-5797 C: G(5797)=4,Z(5797)=1
Ptn-5798 C: G(5798)=4,Z(5798)=1
Ptn-5799 C: G(5799)=4,Z(5799)=1
Ptn-5800 C: G(5800)=4,Z(5800)=1
Ptn-5801 C: G(5801)=4,Z(5801)=1
Ptn-5802 C: G(5802)=4,Z(5802)=2
Ptn-5803 C: G(5803)=4,Z(5803)=2
Ptn-5804 C: G(5804)=4,Z(5804)=2
Ptn-5805 C: G(5805)=4,Z(5805)=2
Ptn-5806 C: G(5806)=4,Z(5806)=2
Ptn-5807 C: G(5807)=4,Z(5807)=2
Ptn-5808 C: G(5808)=4,Z(5808)=2
Ptn-5809 C: G(5809)=4,Z(5809)=2
Ptn-5810 C: G(5810)=4,Z(5810)=1
Ptn-5811 C: G(5811)=4,Z(5811)=1
Ptn-5812 C: G(5812)=4,Z(5812)=1
Ptn-5813 C: G(5813)=4,Z(5813)=1
Ptn-5814 C: G(5814)=4,Z(5814)=4
Ptn-5815 C: G(5815)=4,Z(5815)=4
Ptn-5816 C: G(5816)=4,Z(5816)=4
Ptn-5817 C: G(5817)=4,Z(5817)=4
Ptn-5818 C: G(5818)=4,Z(5818)=4
Ptn-5819 C: G(5819)=4,Z(5819)=4
Ptn-5820 C: G(5820)=4,Z(5820)=4
Ptn-5821 C: G(5821)=4,Z(5821)=4
Ptn-5822 C: G(5822)=4,Z(5822)=4
Ptn-5823 C: G(5823)=4,Z(5823)=4
Ptn-5824 C: G(5824)=4,Z(5824)=4
Ptn-5825 C: G(5825)=4,Z(5825)=3
Ptn-5826 C: G(5826)=4,Z(5826)=3
Ptn-5827 C: G(5827)=4,Z(5827)=3
Ptn-5828 C: G(5828)=4,Z(5828)=1
Ptn-5829 C: G(5829)=2,Z(5829)=1
Ptn-5830 C: G(5830)=2,Z(5830)=1
Ptn-5831 C: G(5831)=2,Z(5831)=1
Ptn-5832 C: G(5832)=2,Z(5832)=1
Ptn-5833 C: G(5833)=2,Z(5833)=1
Ptn-5834 C: G(5834)=2,Z(5834)=1
Ptn-5835 C: G(5835)=2,Z(5835)=1
Ptn-5836 C: G(5836)=2,Z(5836)=1
Ptn-5837 C: G(5837)=4,Z(5837)=1
Ptn-5838 C: G(5838)=4,Z(5838)=1
Ptn-5839 C: G(5839)=4,Z(5839)=1
Ptn-5840 C: G(5840)=4,Z(5840)=1
Ptn-5841 C: G(5841)=4,Z(5841)=1
Ptn-5842 C: G(5842)=4,Z(5842)=1
Ptn-5843 C: G(5843)=4,Z(5843)=1
Ptn-5844 C: G(5844)=4,Z(5844)=1
Ptn-5845 C: G(5845)=2,Z(5845)=1
Ptn-5846 C: G(5846)=2,Z(5846)=1
Ptn-5847 C: G(5847)=2,Z(5847)=1
Ptn-5848 C: G(5848)=2,Z(5848)=1
Ptn-5849 C: G(5849)=2,Z(5849)=1
Ptn-5850 C: G(5850)=4,Z(5850)=1
Ptn-5851 C: G(5851)=4,Z(5851)=1
Ptn-5852 C: G(5852)=4,Z(5852)=1
Ptn-5853 C: G(5853)=4,Z(5853)=1
Ptn-5854 C: G(5854)=4,Z(5854)=1
Ptn-5855 C: G(5855)=4,Z(5855)=1
Ptn-5856 C: G(5856)=4,Z(5856)=3
Ptn-5857 C: G(5857)=4,Z(5857)=3
Ptn-5858 C: G(5858)=4,Z(5858)=3
Ptn-5859 C: G(5859)=4,Z(5859)=3
Ptn-5860 C: G(5860)=4,Z(5860)=3
Ptn-5861 C: G(5861)=4,Z(5861)=2
Ptn-5862 C: G(5862)=4,Z(5862)=2
Ptn-5863 C: G(5863)=4,Z(5863)=2
Ptn-5864 C: G(5864)=4,Z(5864)=2
Ptn-5865 C: G(5865)=4,Z(5865)=2
Ptn-5866 C: G(5866)=4,Z(5866)=2
Ptn-5867 C: G(5867)=4,Z(5867)=3
Ptn-5868 C: G(5868)=4,Z(5868)=3
Ptn-5869 C: G(5869)=4,Z(5869)=3
Ptn-5870 C: G(5870)=4,Z(5870)=3
Ptn-5871 C: G(5871)=4,Z(5871)=3
Ptn-5872 C: G(5872)=4,Z(5872)=3
Ptn-5873 C: G(5873)=4,Z(5873)=3
Ptn-5874 C: G(5874)=4,Z(5874)=3
Ptn-5875 C: G(5875)=4,Z(5875)=3
Ptn-5876 C: G(5876)=4,Z(5876)=3
Ptn-5877 C: G(5877)=2,Z(5877)=3
Ptn-5878 C: G(5878)=2,Z(5878)=3
Ptn-5879 C: G(5879)=2,Z(5879)=3
Ptn-5880 C: G(5880)=2,Z(5880)=3
Ptn-5881 C: G(5881)=2,Z(5881)=3
Ptn-5882 C: G(5882)=2,Z(5882)=3
Ptn-5883 C: G(5883)=2,Z(5883)=3
Ptn-5884 C: G(5884)=0,Z(5884)=3
Ptn-5885 C: G(5885)=4,Z(5885)=1
Ptn-5886 C: G(5886)=4,Z(5886)=1
Ptn-5887 C: G(5887)=4,Z(5887)=1
Ptn-5888 C: G(5888)=4,Z(5888)=1
Ptn-5889 C: G(5889)=4,Z(5889)=1
Ptn-5890 C: G(5890)=4,Z(5890)=1
Ptn-5891 C: G(5891)=4,Z(5891)=1
Ptn-5892 C: G(5892)=4,Z(5892)=1
Ptn-5893 C: G(5893)=2,Z(5893)=1
Ptn-5894 C: G(5894)=2,Z(5894)=1
Ptn-5895 C: G(5895)=2,Z(5895)=1
Ptn-5896 C: G(5896)=2,Z(5896)=1
Ptn-5897 C: G(5897)=2,Z(5897)=1
Ptn-5898 C: G(5898)=2,Z(5898)=1
Ptn-5899 C: G(5899)=2,Z(5899)=1
Ptn-5900 C: G(5900)=2,Z(5900)=1
Ptn-5901 C: G(5901)=2,Z(5901)=1
Ptn-5902 C: G(5902)=2,Z(5902)=1
Ptn-5903 C: G(5903)=2,Z(5903)=1
Ptn-5904 C: G(5904)=2,Z(5904)=1
Ptn-5905 C: G(5905)=2,Z(5905)=1
Ptn-5906 C: G(5906)=2,Z(5906)=1
Ptn-5907 C: G(5907)=2,Z(5907)=1
Ptn-5908 C: G(5908)=2,Z(5908)=1
Ptn-5909 C: G(5909)=2,Z(5909)=1
Ptn-5910 C: G(5910)=2,Z(5910)=1
Ptn-5911 C: G(5911)=2,Z(5911)=1
Ptn-5912 C: G(5912)=2,Z(5912)=1
Ptn-5913 C: G(5913)=2,Z(5913)=1
Ptn-5914 C: G(5914)=2,Z(5914)=1
Ptn-5915 C: G(5915)=2,Z(5915)=1
Ptn-5916 C: G(5916)=2,Z(5916)=1
Ptn-5917 C: G(5917)=2,Z(5917)=1
Ptn-5918 C: G(5918)=2,Z(5918)=1
Ptn-5919 C: G(5919)=2,Z(5919)=1
Ptn-5920 C: G(5920)=2,Z(5920)=1
Ptn-5921 C: G(5921)=2,Z(5921)=1
Ptn-5922 C: G(5922)=2,Z(5922)=1
Ptn-5923 C: G(5923)=2,Z(5923)=1
Ptn-5924 C: G(5924)=2,Z(5924)=1
Ptn-5925 C: G(5925)=2,Z(5925)=1
Ptn-5926 C: G(5926)=4,Z(5926)=1
Ptn-5927 C: G(5927)=4,Z(5927)=1
Ptn-5928 C: G(5928)=4,Z(5928)=1
Ptn-5929 C: G(5929)=4,Z(5929)=1
Ptn-5930 C: G(5930)=4,Z(5930)=1
Ptn-5931 C: G(5931)=4,Z(5931)=1
Ptn-5932 C: G(5932)=4,Z(5932)=1
Ptn-5933 C: G(5933)=4,Z(5933)=1
Ptn-5934 C: G(5934)=4,Z(5934)=1
Ptn-5935 C: G(5935)=4,Z(5935)=1
Ptn-5936 C: G(5936)=4,Z(5936)=1
Ptn-5937 C: G(5937)=4,Z(5937)=1
Ptn-5938 C: G(5938)=4,Z(5938)=1
Ptn-5939 C: G(5939)=4,Z(5939)=1
Ptn-5940 C: G(5940)=4,Z(5940)=1
Ptn-5941 C: G(5941)=4,Z(5941)=2
Ptn-5942 C: G(5942)=4,Z(5942)=2
Ptn-5943 C: G(5943)=4,Z(5943)=2
Ptn-5944 C: G(5944)=4,Z(5944)=2
Ptn-5945 C: G(5945)=4,Z(5945)=2
Ptn-5946 C: G(5946)=4,Z(5946)=2
Ptn-5947 C: G(5947)=4,Z(5947)=2
Ptn-5948 C: G(5948)=4,Z(5948)=2
Ptn-5949 C: G(5949)=9,Z(5949)=2
Ptn-5950 C: G(5950)=2,Z(5950)=2
Ptn-5951 C: G(5951)=2,Z(5951)=2
Ptn-5952 C: G(5952)=2,Z(5952)=2
Ptn-5953 C: G(5953)=2,Z(5953)=2
Ptn-5954 C: G(5954)=2,Z(5954)=2
Ptn-5955 C: G(5955)=2,Z(5955)=2
Ptn-5956 C: G(5956)=2,Z(5956)=2
Ptn-5957 C: G(5957)=2,Z(5957)=2
Ptn-5958 C: G(5958)=2,Z(5958)=2
Ptn-5959 C: G(5959)=2,Z(5959)=2
Ptn-5960 C: G(5960)=2,Z(5960)=2
Ptn-5961 C: G(5961)=2,Z(5961)=2
Ptn-5962 C: G(5962)=2,Z(5962)=2
Ptn-5963 C: G(5963)=2,Z(5963)=2
Ptn-5964 C: G(5964)=2,Z(5964)=2
Ptn-5965 C: G(5965)=2,Z(5965)=2
Ptn-5966 C: G(5966)=2,Z(5966)=2
Ptn-5967 C: G(5967)=2,Z(5967)=2
Ptn-5968 C: G(5968)=2,Z(5968)=2
Ptn-5969 C: G(5969)=2,Z(5969)=2
Ptn-5970 C: G(5970)=2,Z(5970)=2
Ptn-5971 C: G(5971)=2,Z(5971)=2
Ptn-5972 C: G(5972)=2,Z(5972)=2
Ptn-5973 C: G(5973)=2,Z(5973)=2
Ptn-5974 C: G(5974)=2,Z(5974)=2
Ptn-5975 C: G(5975)=2,Z(5975)=2
Ptn-5976 C: G(5976)=2,Z(5976)=2
Ptn-5977 C: G(5977)=2,Z(5977)=2
Ptn-5978 C: G(5978)=2,Z(5978)=2
Ptn-5979 C: G(5979)=2,Z(5979)=2
Ptn-5980 C: G(5980)=2,Z(5980)=2
Ptn-5981 C: G(5981)=2,Z(5981)=2
Ptn-5982 C: G(5982)=2,Z(5982)=2
Ptn-5983 C: G(5983)=4,Z(5983)=2
Ptn-5984 C: G(5984)=4,Z(5984)=2
Ptn-5985 C: G(5985)=4,Z(5985)=2
Ptn-5986 C: G(5986)=4,Z(5986)=2
Ptn-5987 C: G(5987)=4,Z(5987)=2
Ptn-5988 C: G(5988)=4,Z(5988)=2
Ptn-5989 C: G(5989)=4,Z(5989)=2
Ptn-5990 C: G(5990)=4,Z(5990)=2
Ptn-5991 C: G(5991)=4,Z(5991)=2
Ptn-5992 C: G(5992)=4,Z(5992)=0
Ptn-5993 C: G(5993)=4,Z(5993)=1
Ptn-5994 C: G(5994)=4,Z(5994)=1
Ptn-5995 C: G(5995)=4,Z(5995)=1
Ptn-5996 C: G(5996)=4,Z(5996)=1
Ptn-5997 C: G(5997)=2,Z(5997)=1
Ptn-5998 C: G(5998)=2,Z(5998)=1
Ptn-5999 C: G(5999)=2,Z(5999)=1
Ptn-6000 C: G(6000)=2,Z(6000)=1
Ptn-6001 C: G(6001)=2,Z(6001)=1
Ptn-6002 C: G(6002)=4,Z(6002)=1
Ptn-6003 C: G(6003)=2,Z(6003)=1
Ptn-6004 C: G(6004)=2,Z(6004)=1
Ptn-6005 C: G(6005)=2,Z(6005)=1
Ptn-6006 C: G(6006)=2,Z(6006)=1
Ptn-6007 C: G(6007)=2,Z(6007)=1
Ptn-6008 C: G(6008)=2,Z(6008)=1
Ptn-6009 C: G(6009)=2,Z(6009)=1
Ptn-6010 C: G(6010)=4,Z(6010)=1
Ptn-6011 C: G(6011)=4,Z(6011)=1
Ptn-6012 C: G(6012)=4,Z(6012)=2
Ptn-6013 C: G(6013)=4,Z(6013)=2
Ptn-6014 C: G(6014)=4,Z(6014)=2
Ptn-6015 C: G(6015)=4,Z(6015)=2
Ptn-6016 C: G(6016)=4,Z(6016)=2
Ptn-6017 C: G(6017)=4,Z(6017)=2
Ptn-6018 C: G(6018)=4,Z(6018)=2
Ptn-6019 C: G(6019)=4,Z(6019)=3
Ptn-6020 C: G(6020)=4,Z(6020)=3
Ptn-6021 C: G(6021)=4,Z(6021)=3
Ptn-6022 C: G(6022)=4,Z(6022)=3
Ptn-6023 C: G(6023)=4,Z(6023)=3
Ptn-6024 C: G(6024)=4,Z(6024)=3
Ptn-6025 C: G(6025)=4,Z(6025)=3
Ptn-6026 C: G(6026)=4,Z(6026)=3
Ptn-6027 C: G(6027)=4,Z(6027)=3
Ptn-6028 C: G(6028)=4,Z(6028)=3
Ptn-6029 C: G(6029)=4,Z(6029)=1
Ptn-6030 C: G(6030)=4,Z(6030)=1
Ptn-6031 C: G(6031)=4,Z(6031)=1
Ptn-6032 C: G(6032)=4,Z(6032)=1
Ptn-6033 C: G(6033)=4,Z(6033)=1
Ptn-6034 C: G(6034)=4,Z(6034)=1
